ControlSet,CacheEntryPosition,Path,LastModifiedTimeUTC,Executed,Duplicate,SourceFile
1,93,C:\Program Files\WindowsApps\Microsoft.BingWeather_4.25.12127.0_x64__8wekyb3d8bbwe\Application,19-03-19 20:55,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,94,C:\Program Files\Microsoft Silverlight\5.1.50918.0\Silverlight.Configuration.exe,24-10-18 3:26,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,95,C:\Program Files\WindowsApps\Microsoft.Messaging_3.43.27001.0_x64__8wekyb3d8bbwe\Application,19-03-19 20:55,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,96,\\?\C:\Windows\system32\wbem\WMIADAP.EXE,15-09-18 7:28,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,97,C:\Users\IEUser\AppData\Local\Microsoft\OneDrive\Update\OneDriveSetup.exe,19-03-19 13:04,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,98,C:\Program Files\WindowsApps\Microsoft.OneConnect_5.1807.1991.0_x64__8wekyb3d8bbwe\Application,19-03-19 20:56,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,99,C:\Program Files\WindowsApps\Microsoft.Wallet_2.2.18179.0_x64__8wekyb3d8bbwe\Application,19-03-19 20:56,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,100,C:\Users\IEUser\AppData\Local\Microsoft\OneDrive\OneDrive.exe,19-03-19 13:01,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,101,C:\Users\IEUser\AppData\Local\Microsoft\OneDrive\18.143.0717.0002\FileSyncConfig.exe,19-03-19 13:01,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,102,C:\Program Files\WindowsApps\Microsoft.XboxApp_41.41.18001.0_x64__8wekyb3d8bbwe\Application,19-03-19 20:56,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,103,C:\Program Files\WindowsApps\Microsoft.XboxGameOverlay_1.32.17005.0_x64__8wekyb3d8bbwe\Application,19-03-19 20:56,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,104,C:\Windows\system32\MRT.exe,19-03-19 13:04,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,105,C:\Windows\SoftwareDistribution\Download\Install\Windows-KB890830-x64-V5.70.exe,19-03-19 13:02,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,106,C:\Program Files\WindowsApps\Microsoft.SkypeApp_14.26.95.0_x64__kzf8qxf38zg5c\Application,19-03-19 20:56,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,107,C:\Program Files\WindowsApps\Microsoft.WindowsAlarms_10.1805.1361.0_x64__8wekyb3d8bbwe\Application,19-03-19 20:56,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,108,C:\Windows\SysWOW64\rundll32.exe,15-09-18 7:29,Yes,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,109,c:\Windows\syswow64\MsiExec.exe,15-09-18 7:29,Yes,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,110,C:\Program Files\Microsoft Silverlight\5.1.50918.0\coregen.exe,24-10-18 3:26,Yes,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,111,C:\Windows\Installer\MSI1134.tmp,19-03-19 13:03,Yes,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,112,"0000000b	000a000045630001	000a000000000000	8664	Microsoft.CredDialogHost	cw5n1h2txyewy	",,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,113,"0000000b	000a000045630001	000a000038390000	8664	Microsoft.ECApp	8wekyb3d8bbwe	",,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,114,C:\Program Files (x86)\Microsoft Silverlight\5.1.50918.0\coregen.exe,24-10-18 3:06,Yes,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,115,C:\Windows\Installer\MSIDD42.tmp,19-03-19 13:03,Yes,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,116,"0000000b	03e8456300010000	000a000000000000	8664	Microsoft.Windows.AssignedAccessLockApp	cw5n1h2txyewy	neutral",,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,117,C:\Windows\Installer\MSID12B.tmp,19-03-19 13:03,Yes,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,118,C:\Windows\Installer\MSID0FB.tmp,19-03-19 13:03,Yes,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,119,C:\Windows\system32\msiexec.exe,15-09-18 7:29,Yes,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,120,c:\5752171d4ebdbaa67c84aad7b2dd2b84\install.exe,24-10-18 4:41,Yes,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,121,"0000000b	03e8456300010000	03e8456300010000	8664	InputApp	cw5n1h2txyewy	neutral",,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,122,C:\Windows\SoftwareDistribution\Download\Install\Silverlight_x64.exe,19-03-19 13:02,Yes,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,123,C:\Windows\system32\vssvc.exe,15-09-18 7:28,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,124,C:\Windows\system32\wuauclt.exe,15-09-18 7:28,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,125,"0000000b	000a000045630001	000a000045630001	8664	F46D4000-FD22-4DB4-AC8E-4E1DDDE828FE	cw5n1h2txyewy	neutral",,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,126,"0000000b	000a000045630001	000a000045630001	8664	E2A4F912-2574-4A75-9BB0-0D023378592B	cw5n1h2txyewy	neutral",,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,127,"0000000b	000a000045630001	000a000042ee0000	8664	c5e2524a-ea46-4f67-841f-6a9465d9d515	cw5n1h2txyewy	neutral",,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,128,"0000000b	000a000045630001	000a000038390000	8664	Microsoft.AsyncTextService	8wekyb3d8bbwe	",,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,129,"0000000b	000a000045630001	000a000000000000	8664	Microsoft.LockApp	cw5n1h2txyewy	",,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,130,"0000000b	03e8456300010000	000c000000000000	8664	Microsoft.MicrosoftEdgeDevToolsClient	8wekyb3d8bbwe	neutral",,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,131,"0000000b	000a000045630001	000b000000000000	8664	Microsoft.Win32WebViewHost	cw5n1h2txyewy	neutral",,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,132,"0000000b	000a000045630001	000a000045630001	8664	1527c705-839a-4832-9118-54d4Bd6a0c89	cw5n1h2txyewy	neutral",,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,133,"0000000b	000a000045630001	000a0000452b0000	8664	Microsoft.Windows.NarratorQuickStart	8wekyb3d8bbwe	neutral",,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,134,"0000000b	000a000045630001	000a000045630001	8664	Microsoft.Windows.CapturePicker	cw5n1h2txyewy	",,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,135,"0000000b	03e8456300010000	000a000000000000	8664	Microsoft.Windows.Apprep.ChxApp	cw5n1h2txyewy	neutral",,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,136,"0000000b	000a000045630001	000a000000000000	8664	Microsoft.Windows.OOBENetworkCaptivePortal	cw5n1h2txyewy	",,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,137,"0000000b	000a000045630001	000a000000000000	8664	Microsoft.Windows.OOBENetworkConnectionFlow	cw5n1h2txyewy	",,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,138,"0000000b	03e8456300010000	000a000000000000	8664	Microsoft.Windows.ParentalControls	cw5n1h2txyewy	neutral",,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,139,"0000000b	03e8456300010000	000a000000000000	8664	Microsoft.Windows.PinningConfirmationDialog	cw5n1h2txyewy	",,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,140,"0000000b	000a000045630001	000a000045630001	8664	Microsoft.Windows.XGpuEjectDialog	cw5n1h2txyewy	neutral",,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,141,"0000000b	000a000045630001	000a000042990000	8664	Windows.CBSPreview	cw5n1h2txyewy	neutral",,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,142,"0000000b	0006000200010000	03e8456300010000	8664	Windows.PrintDialog	cw5n1h2txyewy	neutral",,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,143,C:\Windows\SysWOW64\OneDriveSetup.exe,15-09-18 9:09,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,144,C:\Windows\system32\SecurityHealthService.exe,19-03-19 13:15,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,145,C:\Windows\System32\SecurityHealthSystray.exe,15-09-18 7:28,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,146,C:\Windows\system32\verclsid.exe,15-09-18 7:28,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,147,C:\Windows\regedit.exe,15-09-18 7:29,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,148,C:\Windows\syswow64\odbcad32.exe,15-09-18 7:29,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,149,C:\Program Files\Windows NT\Accessories\wordpad.exe,15-09-18 7:29,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,150,C:\Windows\system32\WindowsPowerShell\v1.0\PowerShell_ISE.exe,15-09-18 7:29,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,151,C:\Windows\system32\SnippingTool.exe,15-09-18 7:29,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,152,C:\Windows\system32\quickassist.exe,15-09-18 9:08,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,153,C:\Windows\system32\psr.exe,15-09-18 7:28,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,154,C:\Windows\system32\osk.exe,15-09-18 7:28,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,155,C:\Windows\system32\odbcad32.exe,15-09-18 7:29,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
